"Pos","Region","Poblacion","Superficie","Fecha","Nuevos.Sintomaticos","Nuevos.Asintomaticos","Nuevos.No.Notificados","Nuevos.Confirmados","Tasa.Incidencia","Casos.Confirmados","Nuevos.Fallecidos","Casos.Fallecidos","Letalidad","Activos.Confirmados","Activos.Probables","Probables.Acumulados","Recuperados.Confirmados","Fecha.Primer.Contagiado","Periodo.Infeccioso","Pacientes.UCI","Examenes.PCR","Examenes.PCR.Acumulados","Tasa.Positividad","I.Movilidad","Residencias.Sanitarias","Cupos.Residencias.Sanitarias","Usuarios.Residencias.Sanitarias","Vacunados.Primera.Dosis","Vacunados.Segunda.Dosis","Vacunados.Tercera.Dosis","Vacunados.Cuarta.Dosis","Vacunados.Unica.Dosis"
"10","Nuble","511551","13178","2021-06-03","155","47","1","203","39.683237839433","30685","7","516","1.6816033892781","1052","296","8672","29108","2020-03-12","449","53","2092","350432","9.7036328871893","0","10","353","259","330612","256510","0","0","342"
"11","Biobio","1663696","23890","2021-06-03","427","130","13","570","34.261066925688","131861","23","2121","1.6085119936903","3547","1209","28597","126136","2020-03-09","452","192","8451","1606013","6.7447639332623","0","23","1562","1165","969399","750225","0","0","2593"
"12","Araucania","1014343","31842","2021-06-03","243","77","13","333","32.829131763122","83925","13","1086","1.2940125111707","2320","651","10012","80477","2020-03-16","445","107","2736","638886","12.171052631579","0","13","860","567","584225","447461","0","0","2101"
"13","Los Rios","405835","18429","2021-06-03","164","108","10","282","69.486367612453","39730","5","454","1.1427133148754","1506","266","4392","37771","2020-03-16","445","27","1987","346628","14.192249622547","0","10","569","274","236283","184237","0","0","1621"
"14","Los Lagos","891440","48583","2021-06-03","255","143","13","411","46.105178138742","78475","12","1065","1.3571201019433","2102","580","13263","75288","2020-03-07","454","102","5338","1208770","7.6995129261896","0","12","625","357","507785","384469","0","0","1688"
"15","Aysen","107297","108494","2021-06-03","56","53","0","109","101.58718323905","6200","4","39","0.62903225806452","545","101","1303","5618","2020-03-14","447","12","634","113426","17.192429022082","0","5","121","63","63167","46509","0","0","754"
"16","Magallanes","178362","132033","2021-06-03","47","18","4","69","38.685370202173","27938","1","412","1.4746939652087","298","82","3012","27215","2020-03-17","444","29","793","230934","8.7011349306431","0","14","500","131","116010","95680","0","0","844"
"17","Total","19458310","755839","2021-06-03","5715","1874","561","8150","41.884418533778","1403101","213","29598","2.1094703802506","44913","13425","270033","1327643","2020-03-03","458","3219","73435","14920578","11.098250153197","0","194","13879","7836","11036923","8260903","0","0","73432"
"1","Arica y Parinacota","252110","16873","2021-06-02","40","17","1","58","23.005830788148","22926","0","444","1.9366657942947","599","152","2724","21865","2020-03-19","441","25","791","304225","7.3324905183312","0","14","841","475","124490","90643","0","0","17"
"2","Tarapaca","382773","42225","2021-06-02","47","10","0","57","14.891332460753","36974","0","674","1.8229025801915","510","214","8364","35775","2020-03-23","437","55","595","379175","9.5798319327731","0","8","599","420","189394","143165","0","0","26"
"3","Antofagasta","691854","126049","2021-06-02","72","24","14","110","15.899308235553","53658","0","1044","1.9456558201946","1132","164","5275","51432","2020-03-14","446","88","1684","807289","6.5320665083135","0","9","625","367","354849","254541","0","0","5946"
"4","Atacama","314709","75176","2021-06-02","54","100","2","156","49.569602394593","21706","0","236","1.087256979637","944","98","1090","20536","2020-03-14","446","22","1382","287065","11.287988422576","0","4","284","151","172604","125790","0","0","48"
"5","Coquimbo","836096","40579","2021-06-02","118","32","4","154","18.418937538273","38247","0","702","1.8354380735744","1439","297","6395","36087","2020-03-19","441","96","1267","469122","12.154696132597","0","8","597","333","460905","346155","0","0","5606"
"6","Valparaiso","1960170","16396","2021-06-02","382","42","27","451","23.008208471714","99645","0","2587","2.5962165688193","3103","1159","38811","93887","2020-03-16","444","214","2916","1209223","15.466392318244","0","10","1260","620","1192802","923913","0","0","1307"
"7","Metropolitana","8125072","15403","2021-06-02","2159","446","222","2827","34.793537829573","581583","40","15532","2.6706420235805","18922","6497","116478","546558","2020-03-04","456","1886","17583","5545848","16.078029915259","0","23","3464","1692","4415865","3209831","0","0","8014"
"8","OHiggins","991063","16387","2021-06-02","232","56","8","296","29.866920670028","57816","0","1161","2.0080946450809","2274","553","11771","54367","2020-03-19","441","151","1357","577914","21.812822402358","0","10","536","284","604482","447492","0","0","889"
"9","Maule","1131939","30296","2021-06-02","287","40","2","329","29.065170472967","85522","0","1377","1.6101120179603","3140","606","8069","80961","2020-03-03","457","110","1280","794224","25.703125","0","22","1119","658","676114","500343","0","0","7333"
"10","Nuble","511551","13178","2021-06-02","90","11","0","101","19.743876954595","30482","0","509","1.6698379371432","1001","281","8624","28963","2020-03-12","448","54","655","348340","15.419847328244","0","10","353","264","328522","254952","0","0","0"
"11","Biobio","1663696","23890","2021-06-02","313","64","5","382","22.960925553707","131293","0","2098","1.5979526707441","3466","1165","28433","125673","2020-03-09","451","194","4120","1597562","9.2718446601942","0","23","1562","1116","962508","745008","0","0","1567"
"12","Araucania","1014343","31842","2021-06-02","163","44","1","208","20.505884104292","83585","0","1073","1.2837231560687","2310","579","9857","80164","2020-03-16","444","105","1071","636150","19.421101774043","0","13","860","565","580703","444496","0","0","677"
"13","Los Rios","405835","18429","2021-06-02","123","18","10","151","37.207239395321","39450","0","449","1.1381495564005","1424","255","4363","37579","2020-03-16","444","31","968","344641","15.599173553719","0","10","569","272","234972","182992","0","0","745"
"14","Los Lagos","891440","48583","2021-06-02","177","49","13","239","26.81055371085","78068","0","1053","1.3488241020649","2025","552","13152","74972","2020-03-07","453","98","2383","1203432","10.029374737726","0","12","625","391","504416","381717","0","0","1035"
"15","Aysen","107297","108494","2021-06-02","46","21","0","67","62.443497954277","6093","0","35","0.5744296733957","495","90","1291","5565","2020-03-14","446","13","534","112792","12.546816479401","0","5","121","57","62728","46072","0","0","400"
"16","Magallanes","178362","132033","2021-06-02","36","5","4","45","25.229589262287","27871","1","411","1.4746510710057","285","97","3014","27162","2020-03-17","443","28","495","230141","9.0909090909091","0","14","500","120","115922","95144","0","0","192"
"17","Total","19458310","755839","2021-06-02","4339","979","313","5631","28.938792731743","1394973","41","29385","2.1064923837236","43069","12759","267712","1321600","2020-03-03","457","3170","39081","14847143","14.408536117295","0","195","13915","7785","10981276","8192254","0","0","33802"
"1","Arica y Parinacota","252110","16873","2021-06-01","35","22","0","57","22.60917853318","22869","0","444","1.9414928505838","619","141","2701","21788","2020-03-19","440","25","730","303434","7.8082191780822","0","14","841","515","123993","90088","0","0","0"
"2","Tarapaca","382773","42225","2021-06-01","56","12","0","68","17.765098374232","36920","0","674","1.8255687973998","538","204","8327","35693","2020-03-23","436","55","1220","378580","5.5737704918033","0","8","599","396","187288","141811","0","0","5"
"3","Antofagasta","691854","126049","2021-06-01","89","23","1","113","16.332925732886","53547","0","1044","1.9496890582105","1155","133","5220","51298","2020-03-14","445","90","4408","805605","2.5635208711434","0","9","625","373","352917","251984","0","0","2781"
"4","Atacama","314709","75176","2021-06-01","57","60","1","118","37.494955657449","21550","0","236","1.0951276102088","882","93","1079","20442","2020-03-14","445","23","2244","285683","5.2584670231729","0","4","284","135","170269","124457","0","0","0"
"5","Coquimbo","836096","40579","2021-06-01","183","47","5","235","28.106820269443","38095","0","702","1.8427615172595","1463","250","6305","35911","2020-03-19","440","95","1850","467855","12.702702702703","0","8","597","326","457359","342750","0","0","2345"
"6","Valparaiso","1960170","16396","2021-06-01","239","36","26","301","15.355810975579","99195","0","2587","2.6079943545542","3093","1053","38555","93447","2020-03-16","443","217","2559","1206307","11.762407190309","0","10","1260","597","1180611","915911","0","0","98"
"7","Metropolitana","8125072","15403","2021-06-01","1579","429","261","2269","27.92590637966","578764","42","15492","2.6767387052408","18748","5872","115087","543958","2020-03-04","455","1908","16047","5528265","14.139714588397","0","23","3464","1760","4370695","3180626","0","0","251"
"8","OHiggins","991063","16387","2021-06-01","251","81","13","345","34.811106862026","57524","0","1161","2.0182880189138","2264","502","11665","54085","2020-03-19","440","155","1842","576557","18.729641693811","0","10","536","283","599332","442652","0","0","0"
"9","Maule","1131939","30296","2021-06-01","251","75","3","329","29.065170472967","85191","1","1377","1.6163679261894","3152","546","7946","80618","2020-03-03","456","111","2803","792944","11.73742418837","0","22","1119","655","670904","496058","0","0","3732"
"10","Nuble","511551","13178","2021-06-01","98","26","2","126","24.630975210683","30380","0","509","1.6754443712969","1033","246","8554","28829","2020-03-12","447","52","794","347685","15.869017632242","0","10","353","272","325411","253293","0","0","0"
"11","Biobio","1663696","23890","2021-06-01","283","55","6","344","20.676854425328","130916","0","2098","1.6025543096337","3567","1018","28195","125195","2020-03-09","450","196","3521","1593442","9.7699517182619","0","23","1562","1147","951657","739319","0","0","671"
"12","Araucania","1014343","31842","2021-06-01","202","77","22","301","29.674380362461","83368","1","1073","1.2870645811343","2396","516","9752","79861","2020-03-16","443","105","1669","635079","18.034751348113","0","13","860","556","573610","440981","0","0","1"
"13","Los Rios","405835","18429","2021-06-01","78","53","4","135","33.26475045277","39299","0","449","1.1425227105015","1434","220","4303","37418","2020-03-16","443","30","898","343673","15.033407572383","0","10","569","254","232694","181630","0","0","198"
"14","Los Lagos","891440","48583","2021-06-01","113","46","16","175","19.63115857489","77832","0","1053","1.3529139685476","2115","491","13029","74646","2020-03-07","452","92","2057","1201049","8.5075352455032","0","12","625","384","498193","378549","0","0","260"
"15","Aysen","107297","108494","2021-06-01","37","54","0","91","84.811318117002","6026","0","35","0.58081646199801","478","88","1268","5515","2020-03-14","445","10","510","112258","17.843137254902","0","5","121","51","61989","45699","0","0","128"
"16","Magallanes","178362","132033","2021-06-01","20","13","0","33","18.501698792344","27827","0","410","1.4733891544184","302","89","2991","27102","2020-03-17","442","29","496","229646","6.6532258064516","0","14","500","107","115204","94584","0","0","0"
"17","Total","19458310","755839","2021-06-01","3571","1109","360","5040","25.901529988987","1389357","44","29344","2.1120561525943","43239","11462","264978","1315860","2020-03-03","456","3193","43648","14808062","11.546920821114","0","195","13915","7811","10872126","8120392","0","0","10470"
"1","Arica y Parinacota","252110","16873","2021-05-31","48","50","2","100","39.665225496807","22813","2","444","1.9462587121378","659","141","2685","21692","2020-03-19","439","28","1755","302704","5.6980056980057","0","14","841","521","122068","88817","0","0","0"
"2","Tarapaca","382773","42225","2021-05-31","66","27","1","94","24.557635987909","36851","3","674","1.8289870017096","555","220","8315","35607","2020-03-23","435","54","2047","377360","4.5920859794822","0","8","599","412","184992","140290","0","0","0"
"3","Antofagasta","691854","126049","2021-05-31","91","84","5","180","26.017049839995","53436","2","1044","1.9537390523243","1201","150","5223","51141","2020-03-14","444","87","5221","801197","3.4476153993488","0","10","816","383","350435","249615","0","0","0"
"4","Atacama","314709","75176","2021-05-31","39","47","2","88","27.962339812335","21434","1","236","1.1010543995521","892","105","1083","20316","2020-03-14","444","24","1942","283439","4.5314109165808","0","4","284","143","167365","122804","0","0","0"
"5","Coquimbo","836096","40579","2021-05-31","144","49","6","199","23.801094611145","37859","6","702","1.8542486594997","1454","309","6337","35684","2020-03-19","439","87","3065","466005","6.4926590538336","0","8","597","358","451745","338844","0","0","72"
"6","Valparaiso","1960170","16396","2021-05-31","337","86","68","491","25.048847804017","98897","12","2587","2.6158528570128","3264","1139","38509","92978","2020-03-16","442","213","6197","1203748","7.9231886396643","0","10","1260","605","1166034","908096","0","0","1"
"7","Metropolitana","8125072","15403","2021-05-31","2043","612","408","3063","37.698127475055","576507","49","15450","2.6799327675119","19546","6229","114735","540957","2020-03-04","454","1881","23225","5512218","13.18837459634","0","23","3464","1783","4310856","3154050","0","0","2"
"8","OHiggins","991063","16387","2021-05-31","250","101","10","361","36.425535006352","57179","3","1161","2.0304657304255","2254","507","11625","53750","2020-03-19","439","154","3244","574715","11.12823674476","0","10","536","307","591017","437785","0","0","0"
"9","Maule","1131939","30296","2021-05-31","370","211","3","584","51.592886189097","84864","9","1376","1.6214177978884","3374","560","7903","80070","2020-03-03","455","110","4828","790141","12.096106048053","0","22","1119","655","665435","491557","0","0","0"
"10","Nuble","511551","13178","2021-05-31","116","46","0","162","31.668396699449","30254","2","509","1.6824221590533","1076","254","8537","28660","2020-03-12","446","50","1692","346891","9.5744680851064","0","10","353","272","321491","251584","0","0","0"
"11","Biobio","1663696","23890","2021-05-31","365","106","7","478","28.731210509612","130575","13","2098","1.6067394217882","3745","1041","28104","124676","2020-03-09","449","189","7196","1589921","6.6425792106726","0","23","1562","1142","940583","733709","0","0","0"
"12","Araucania","1014343","31842","2021-05-31","238","104","19","361","35.589539238699","83068","13","1072","1.2905089805942","2463","547","9727","79495","2020-03-16","442","108","2906","633410","12.422573984859","0","13","860","548","565070","437315","0","0","0"
"13","Los Rios","405835","18429","2021-05-31","116","106","0","222","54.702034077889","39167","5","449","1.1463732223556","1507","239","4301","37213","2020-03-16","442","29","1512","342775","14.68253968254","0","10","569","253","229336","180109","0","0","0"
"14","Los Lagos","891440","48583","2021-05-31","209","140","33","382","42.85201471776","77659","8","1053","1.3559278383703","2304","531","13003","74284","2020-03-07","451","91","5507","1198992","6.9366261122208","0","12","625","401","490776","374988","0","0","0"
"15","Aysen","107297","108494","2021-05-31","38","48","0","86","80.151355583101","5935","0","35","0.58972198820556","482","94","1265","5420","2020-03-14","444","10","637","111748","13.500784929356","0","5","121","51","60996","45204","0","0","0"
"16","Magallanes","178362","132033","2021-05-31","19","10","2","31","17.38038371402","27794","4","410","1.4751385191048","328","93","2981","27043","2020-03-17","441","27","775","229150","4","0","14","500","123","114383","93918","0","0","0"
"17","Total","19458310","755839","2021-05-31","4489","1827","566","6882","35.367922496866","1384346","132","29300","2.1165228923983","45104","12159","264334","1309040","2020-03-03","455","3142","71749","14764414","9.5917713138859","0","196","14106","7957","10732582","8048685","0","0","75"
"1","Arica y Parinacota","252110","16873","2021-05-30","44","32","1","77","30.542223632541","22713","3","442","1.94602210188","649","153","2685","21605","2020-03-19","438","29","1315","300949","5.8555133079848","0","14","841","500","119980","88064","0","0","0"
"2","Tarapaca","382773","42225","2021-05-30","63","29","0","92","24.03513309455","36758","3","671","1.8254529626204","560","226","8298","35513","2020-03-23","434","51","1414","375313","6.5063649222065","0","8","599","435","182288","138669","0","0","0"
"3","Antofagasta","691854","126049","2021-05-30","96","77","2","175","25.294354011106","53256","3","1042","1.9565870512243","1172","169","5227","50991","2020-03-14","443","91","3216","795976","5.4415422885572","0","10","816","381","343976","247417","0","0","0"
"4","Atacama","314709","75176","2021-05-30","67","79","5","151","47.980833087074","21346","2","235","1.100908835379","904","105","1074","20217","2020-03-14","443","24","2219","281497","6.804867057233","0","4","284","141","164468","121115","0","0","0"
"5","Coquimbo","836096","40579","2021-05-30","219","79","6","304","36.359461114513","37660","6","696","1.8481147105682","1480","368","6361","35465","2020-03-19","438","89","3129","462940","9.7155640779802","0","8","597","351","445214","335722","0","0","0"
"6","Valparaiso","1960170","16396","2021-05-30","388","132","56","576","29.385206385161","98408","9","2575","2.6166571823429","3272","1267","38470","92494","2020-03-16","441","213","6767","1197551","8.511895965716","0","10","1260","649","1152739","902467","0","0","0"
"7","Metropolitana","8125072","15403","2021-05-30","2382","777","336","3495","43.015003436277","573471","47","15401","2.6855760796971","19557","6632","114385","537962","2020-03-04","453","1878","28695","5488993","12.179822268688","0","23","3464","1745","4243802","3132571","0","0","0"
"8","OHiggins","991063","16387","2021-05-30","338","89","5","432","43.589559896798","56819","5","1158","2.0380506520706","2227","538","11607","53422","2020-03-19","438","148","3931","571471","10.989570083948","0","10","536","280","583065","433444","0","0","0"
"9","Maule","1131939","30296","2021-05-30","343","110","4","457","40.373200322632","84282","4","1367","1.6219358819202","3207","624","7916","79665","2020-03-03","454","110","4307","785313","10.610633851869","0","22","1119","649","655293","487757","0","0","0"
"10","Nuble","511551","13178","2021-05-30","94","48","2","144","28.149685955066","30091","5","507","1.6848891695191","1050","287","8533","28526","2020-03-12","445","47","2051","345199","7.0209653827401","0","10","353","264","317166","250014","0","0","0"
"11","Biobio","1663696","23890","2021-05-30","461","143","10","614","36.905780863812","130101","16","2085","1.6026010561026","3786","1131","28105","124174","2020-03-09","448","185","7900","1582725","7.7721518987342","0","23","1562","1182","927657","728007","0","0","0"
"12","Araucania","1014343","31842","2021-05-30","281","128","10","419","41.307526152396","82709","8","1059","1.2803927021243","2431","610","9722","79180","2020-03-16","441","106","3276","630504","12.789987789988","0","13","860","545","557583","434048","0","0","0"
"13","Los Rios","405835","18429","2021-05-30","147","97","1","245","60.369361932805","38947","3","444","1.1400107838858","1501","283","4313","37005","2020-03-16","441","30","1990","341263","12.311557788945","0","10","569","263","226783","179220","0","0","0"
"14","Los Lagos","891440","48583","2021-05-30","284","144","20","448","50.255765951719","77279","5","1045","1.3522431708485","2286","612","13011","73930","2020-03-07","450","91","5042","1193485","8.8853629512098","0","12","625","383","483265","372180","0","0","0"
"15","Aysen","107297","108494","2021-05-30","33","43","0","76","70.831430515299","5849","0","35","0.59839288767311","479","125","1276","5337","2020-03-14","443","10","881","111111","8.6265607264472","0","5","121","54","59758","44698","0","0","0"
"16","Magallanes","178362","132033","2021-05-30","55","5","6","66","37.003397584687","27763","2","406","1.4623779850881","366","108","2982","26978","2020-03-17","440","25","913","228375","7.2289156626506","0","14","500","128","113525","93546","0","0","0"
"17","Total","19458310","755839","2021-05-30","5295","2012","465","7772","39.941803784604","1377507","121","29168","2.1174484049809","44928","13238","263966","1302518","2020-03-03","454","3127","77046","14692665","10.08748020663","0","196","14106","7950","10576562","7988939","0","0","0"
"1","Arica y Parinacota","252110","16873","2021-05-29","53","48","3","104","41.251834516679","22635","2","439","1.939474265518","661","156","2672","21519","2020-03-19","437","30","1218","299634","8.5385878489327","0","14","841","481","119979","88061","0","0","0"
"2","Tarapaca","382773","42225","2021-05-29","86","21","5","112","29.260162028147","36665","1","668","1.8219009954998","565","238","8268","35418","2020-03-23","433","51","1405","373899","7.9715302491103","0","8","599","428","182148","138633","0","0","0"
"3","Antofagasta","691854","126049","2021-05-29","107","95","13","215","31.075920642216","53081","8","1039","1.957385881954","1174","170","5210","50817","2020-03-14","442","93","2299","792760","9.3518921270117","0","10","816","400","343847","247386","0","0","0"
"4","Atacama","314709","75176","2021-05-29","90","64","5","159","50.522863979104","21196","0","233","1.0992640120777","883","86","1050","20089","2020-03-14","442","23","2022","279278","7.8635014836795","0","4","284","123","164468","121113","0","0","0"
"5","Coquimbo","836096","40579","2021-05-29","194","40","3","237","28.346027250459","37357","1","690","1.8470433921353","1400","349","6292","35248","2020-03-19","437","93","2468","459811","9.6029173419773","0","8","597","341","445214","335719","0","0","0"
"6","Valparaiso","1960170","16396","2021-05-29","418","108","85","611","31.170765800925","97830","13","2566","2.62291730553","3164","1175","38218","92035","2020-03-16","440","216","6341","1190784","9.6357041476108","0","10","1260","582","1152681","902452","0","0","0"
"7","Metropolitana","8125072","15403","2021-05-29","2670","816","412","3898","47.974959483436","569995","42","15354","2.6937078395425","19175","6514","113539","534926","2020-03-04","452","1840","27958","5460298","13.942342084555","0","23","3464","1747","4237717","3131907","0","0","0"
"8","OHiggins","991063","16387","2021-05-29","228","72","11","311","31.380447055334","56389","5","1153","2.0447250350246","2170","535","11550","53054","2020-03-19","437","141","3823","567540","8.1349725346586","0","11","561","281","583009","433439","0","0","0"
"9","Maule","1131939","30296","2021-05-29","373","149","1","523","46.203903213866","83826","8","1363","1.6259871638871","3305","635","7867","79118","2020-03-03","453","106","4391","781006","11.910726485994","0","22","1119","661","654589","487738","0","0","0"
"10","Nuble","511551","13178","2021-05-29","138","71","2","211","41.247109281381","29947","1","502","1.6762947874578","1082","304","8523","28355","2020-03-12","444","45","2075","343148","10.168674698795","0","10","353","241","317040","250011","0","0","0"
"11","Biobio","1663696","23890","2021-05-29","541","163","10","714","42.916494359546","129509","12","2069","1.5975723694878","3727","1158","27975","123656","2020-03-09","447","195","8091","1574825","8.8246199480905","0","23","1562","1181","926278","727820","0","0","0"
"12","Araucania","1014343","31842","2021-05-29","324","153","20","497","48.997232691506","82262","13","1051","1.2776251489144","2379","601","9650","78795","2020-03-16","440","102","3444","627228","14.430894308943","0","13","860","537","557583","434046","0","0","0"
"13","Los Rios","405835","18429","2021-05-29","142","95","2","239","58.890928579349","38703","1","441","1.1394465545307","1471","269","4267","36794","2020-03-16","440","28","1900","339273","12.578947368421","0","10","569","235","226780","179217","0","0","0"
"14","Los Lagos","891440","48583","2021-05-29","272","181","33","486","54.518531813695","76835","7","1040","1.3535498145377","2176","625","12953","73600","2020-03-07","449","92","5534","1188443","8.7820744488616","0","12","625","366","483264","372178","0","0","0"
"15","Aysen","107297","108494","2021-05-29","39","22","0","61","56.851542913595","5774","1","35","0.60616556979564","479","127","1256","5262","2020-03-14","442","10","724","110230","8.4254143646409","0","5","121","43","59758","44698","0","0","0"
"16","Magallanes","178362","132033","2021-05-29","28","17","3","48","26.911561879773","27698","4","404","1.4585890678027","375","129","2993","26906","2020-03-17","439","27","887","227462","5.4114994363021","0","14","500","132","113087","93546","0","0","0"
"17","Total","19458310","755839","2021-05-29","5703","2115","608","8426","43.302835652223","1369756","119","29047","2.1205966610112","44186","13071","262284","1295646","2020-03-03","453","3092","74580","14615619","11.297935103245","0","197","14131","7779","10567442","7987964","0","0","0"
"1","Arica y Parinacota","252110","16873","2021-05-28","48","30","1","79","31.335528142478","22531","2","437","1.9395499533975","668","167","2664","21410","2020-03-19","436","31","1415","298416","5.583038869258","0","14","841","490","119560","88019","0","0","0"
"2","Tarapaca","382773","42225","2021-05-28","87","22","7","116","30.305167814867","36568","0","667","1.823999124918","592","278","8269","35295","2020-03-23","432","51","1359","372494","8.5356880058867","0","8","595","429","181199","138412","0","0","0"
"3","Antofagasta","691854","126049","2021-05-28","140","78","11","229","33.099468963105","52869","3","1031","1.9501030849836","1159","162","5175","50628","2020-03-14","441","91","2681","790461","8.5415889593435","0","10","816","450","343598","247347","0","0","0"
"4","Atacama","314709","75176","2021-05-28","53","102","3","158","50.205110117601","21037","5","233","1.1075723724866","872","75","1032","19942","2020-03-14","441","24","1708","277256","9.2505854800937","0","4","284","132","164466","121109","0","0","0"
"5","Coquimbo","836096","40579","2021-05-28","248","97","13","358","42.81804960196","37120","5","689","1.8561422413793","1459","348","6237","34953","2020-03-19","436","88","2817","457343","12.708555200568","0","8","597","362","444913","335652","0","0","0"
"6","Valparaiso","1960170","16396","2021-05-28","426","156","91","673","34.333756765995","97221","11","2553","2.6259758694109","3127","1181","38017","91477","2020-03-16","439","207","6658","1184443","10.108140582758","0","10","1260","534","1149801","902071","0","0","0"
"7","Metropolitana","8125072","15403","2021-05-28","2578","816","352","3746","46.104206830413","566129","50","15312","2.7046839147968","18826","6505","112510","531463","2020-03-04","451","1835","25074","5432340","14.939778256361","0","23","3372","1787","4210724","3127809","0","0","0"
"8","OHiggins","991063","16387","2021-05-28","341","76","15","432","43.589559896798","56083","8","1148","2.0469661038104","2277","519","11466","52647","2020-03-19","436","142","3390","563717","12.743362831858","0","11","561","283","582064","433346","0","0","0"
"9","Maule","1131939","30296","2021-05-28","381","160","3","544","48.059126861076","83306","5","1355","1.626533502989","3350","622","7774","78562","2020-03-03","452","105","4760","776615","11.428571428571","0","22","1119","671","652065","487578","0","0","0"
"10","Nuble","511551","13178","2021-05-28","151","57","0","208","40.660657490651","29737","4","501","1.6847698153815","1024","324","8502","28204","2020-03-12","443","51","1725","341073","12.057971014493","0","10","353","230","316338","249977","0","0","0"
"11","Biobio","1663696","23890","2021-05-28","565","168","8","741","44.539387003395","128783","4","2057","1.5972605079863","3589","1187","27852","123081","2020-03-09","446","190","8190","1566734","9.047619047619","0","23","1562","1163","921895","727326","0","0","0"
"12","Araucania","1014343","31842","2021-05-28","378","149","5","532","52.447742035978","81766","6","1038","1.2694763104469","2345","599","9557","78348","2020-03-16","439","103","3519","623784","15.117931230463","0","13","860","485","557278","433986","0","0","0"
"13","Los Rios","405835","18429","2021-05-28","171","130","6","307","75.646506585189","38464","6","440","1.1439267886855","1467","248","4214","36561","2020-03-16","439","26","2236","337373","13.729874776386","0","10","569","230","226740","179185","0","0","0"
"14","Los Lagos","891440","48583","2021-05-28","246","153","22","421","47.226958628736","76349","8","1033","1.3529974197435","2123","621","12872","73175","2020-03-07","448","89","5147","1182909","8.1795220516806","0","12","625","350","483055","372159","0","0","0"
"15","Aysen","107297","108494","2021-05-28","40","25","1","66","61.511505447496","5713","1","34","0.59513390512865","497","143","1250","5184","2020-03-14","441","10","800","109506","8.25","0","5","121","46","59429","44645","0","0","0"
"16","Magallanes","178362","132033","2021-05-28","47","19","4","70","39.246027741335","27651","1","400","1.4466022928646","418","125","2975","26820","2020-03-17","438","24","1092","226575","6.4102564102564","0","14","500","136","112717","93545","0","0","0"
"17","Total","19458310","755839","2021-05-28","5900","2238","542","8680","44.608190536588","1361381","119","28928","2.1249011114449","43793","13104","260367","1287804","2020-03-03","452","3067","72571","14541039","11.960700555318","0","197","14035","7778","10525842","7982166","0","0","0"
"1","Arica y Parinacota","252110","16873","2021-05-27","56","57","2","115","45.615009321328","22452","6","435","1.9374665954035","665","153","2634","21336","2020-03-19","435","31","1616","297001","7.1163366336634","0","14","841","499","117609","87443","0","0","0"
"2","Tarapaca","382773","42225","2021-05-27","74","48","1","123","32.133927941626","36453","7","667","1.829753381066","540","294","8262","35232","2020-03-23","431","48","2216","371135","5.5505415162455","0","8","594","418","178660","137279","0","0","0"
"3","Antofagasta","691854","126049","2021-05-27","107","73","4","184","26.595206503106","52638","5","1028","1.9529617386679","1024","180","5176","50535","2020-03-14","440","88","3286","787780","5.5995130858186","0","10","816","437","337732","245931","0","0","0"
"4","Atacama","314709","75176","2021-05-27","42","24","1","67","21.289508720755","20879","2","228","1.0920063221419","806","70","1018","19855","2020-03-14","440","23","460","275548","14.565217391304","0","4","284","130","162153","120451","0","0","0"
"5","Coquimbo","836096","40579","2021-05-27","179","37","5","221","26.432371402327","36763","8","684","1.8605663302777","1260","344","6209","34800","2020-03-19","435","89","2479","454526","8.914885034288","0","8","597","384","438720","333905","0","0","0"
"6","Valparaiso","1960170","16396","2021-05-27","446","101","58","605","30.86466990108","96546","25","2542","2.6329418101216","2826","1125","37794","91116","2020-03-16","438","217","6194","1177785","9.7675169518889","0","10","1260","545","1137601","898506","0","0","0"
"7","Metropolitana","8125072","15403","2021-05-27","2708","619","325","3652","44.947294005518","562403","52","15262","2.7137124090732","17530","6081","111377","529091","2020-03-04","450","1787","23173","5407266","15.759720364217","0","23","3372","1888","4149412","3110846","0","0","0"
"8","OHiggins","991063","16387","2021-05-27","252","90","8","350","35.315615657128","55657","9","1140","2.0482598774637","2127","502","11398","52378","2020-03-19","435","142","2701","560327","12.958163643095","0","11","561","301","573850","430941","0","0","0"
"9","Maule","1131939","30296","2021-05-27","414","173","8","595","52.564670004302","82761","11","1350","1.6312031029108","3161","559","7661","78212","2020-03-03","451","104","3860","771855","15.414507772021","0","22","1119","695","641618","485146","0","0","0"
"10","Nuble","511551","13178","2021-05-27","169","33","4","206","40.269689630164","29530","12","497","1.6830342025059","952","320","8468","28074","2020-03-12","442","53","1978","339348","10.41456016178","0","10","353","222","312747","249104","0","0","0"
"11","Biobio","1663696","23890","2021-05-27","475","160","16","651","39.129744857233","128044","13","2053","1.6033550966855","3335","1192","27721","122601","2020-03-09","445","181","9675","1558544","6.7286821705426","0","23","1562","1138","910373","723187","0","0","0"
"12","Araucania","1014343","31842","2021-05-27","284","111","14","409","40.32166633969","81226","16","1032","1.2705291409155","2090","626","9501","78070","2020-03-16","438","104","2666","620265","15.341335333834","0","13","860","546","550674","431680","0","0","0"
"13","Los Rios","405835","18429","2021-05-27","191","123","17","331","81.560239999014","38157","7","434","1.137405980554","1326","261","4203","36401","2020-03-16","438","25","2403","335137","13.774448605909","0","10","569","219","223797","178379","0","0","0"
